attack_type,bytes,dst_ip,dst_port,flags,id,label,payload,protocol,src_ip,src_port,timestamp
brute_force,447,10.20.0.10,22,"SYN,ACK",1434fadd,attack,SSH-2.0-OpenSSH_auth_failed,TCP,193.106.191.44,51553,2026-03-02T09:05:12
brute_force,466,10.20.0.10,22,"SYN,ACK",9eff786e,attack,SSH-2.0-OpenSSH_auth_failed,TCP,193.106.191.44,18368,2026-03-02T09:05:13.200000
brute_force,496,10.20.0.10,22,"SYN,ACK",a915cfcb,attack,SSH-2.0-OpenSSH_auth_failed,TCP,193.106.191.44,14839,2026-03-02T09:05:14.400000
brute_force,406,10.20.0.10,22,"SYN,ACK",e41e5839,attack,SSH-2.0-OpenSSH_auth_failed,TCP,193.106.191.44,38519,2026-03-02T09:05:15.600000
,3554,10.20.0.10,443,"SYN,ACK,FIN",89d74162,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.246.196,63822,2026-03-02T09:05:15.989761
,2278,10.20.0.10,443,"SYN,ACK,FIN",031c4e59,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.8.24,38898,2026-03-02T09:05:16.481567
brute_force,463,10.20.0.10,22,"SYN,ACK",a0cac70a,attack,SSH-2.0-OpenSSH_auth_failed,TCP,193.106.191.44,41532,2026-03-02T09:05:16.800000
,3821,10.20.0.10,443,"SYN,ACK,FIN",1dd3d343,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.23.152,37716,2026-03-02T09:05:18.310771
,395,10.20.0.10,443,"SYN,ACK,FIN",894d9275,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.229.140,52197,2026-03-02T09:05:21.276758
,257,10.20.0.10,443,"SYN,ACK,FIN",3c4bb311,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.8.24,20833,2026-03-02T09:05:24.792962
,2287,10.20.0.10,5432,"SYN,ACK,FIN",87bcd6ee,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.208.223,10089,2026-03-02T09:05:25.796799
,1077,10.20.0.10,443,"SYN,ACK,FIN",8619880a,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.130.155,12837,2026-03-02T09:05:26.337902
,1358,10.20.0.10,443,"SYN,ACK,FIN",25edb537,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.2.195,61181,2026-03-02T09:05:27.508164
,2920,10.20.0.10,443,"SYN,ACK,FIN",96c58d8d,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.151.72,5609,2026-03-02T09:05:27.799325
,2536,10.20.0.10,443,"SYN,ACK,FIN",a1d77485,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.140.108,63095,2026-03-02T09:05:31.056862
,1994,10.20.0.10,443,"SYN,ACK,FIN",c3b81714,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.71.63,11362,2026-03-02T09:05:32.574380
,2945,10.20.0.10,443,"SYN,ACK,FIN",c295262e,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.130.155,14754,2026-03-02T09:05:33.162870
,2373,10.20.0.10,443,"SYN,ACK,FIN",e1fc1c11,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,40174,2026-03-02T09:05:42.813959
,2367,10.20.0.10,5432,"SYN,ACK,FIN",85f64217,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.71.63,31698,2026-03-02T09:05:43.457358
,533,10.20.0.10,22,"SYN,ACK,FIN",7bc866e3,normal,SSH-2.0-OpenSSH_login_success,TCP,10.20.0.5,38198,2026-03-02T09:05:44.568962
,978,10.20.0.10,443,"SYN,ACK,FIN",0825b0b3,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.51.184,38811,2026-03-02T09:05:46.675890
,3445,10.20.0.10,5432,"SYN,ACK,FIN",2b8e0511,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.88.72,44519,2026-03-02T09:05:47.470877
,2946,10.20.0.10,443,"SYN,ACK,FIN",e6c6ecad,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.151.72,25338,2026-03-02T09:05:49.781248
,2981,10.20.0.10,443,"SYN,ACK,FIN",20f32a84,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.140.108,44859,2026-03-02T09:05:49.971483
,2592,10.20.0.10,5432,"SYN,ACK,FIN",725d28f4,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.229.140,51473,2026-03-02T09:05:50.529131
,378,10.20.0.10,443,"SYN,ACK,FIN",b35560eb,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.57.115,31834,2026-03-02T09:05:51.408359
,373,10.20.0.10,443,"SYN,ACK,FIN",7809114a,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.130.155,49654,2026-03-02T09:05:57.364057
,201,10.20.0.10,443,"SYN,ACK,FIN",d28f4550,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.2.195,55663,2026-03-02T09:06:05.467652
,832,10.20.0.10,443,"SYN,ACK,FIN",ea5b86fd,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.40.56,43935,2026-03-02T09:06:08.980758
,2925,10.20.0.10,443,"SYN,ACK,FIN",1566a476,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.56.60,58276,2026-03-02T09:06:09.727770
,3186,10.20.0.10,5432,"SYN,ACK,FIN",999f705b,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.130.155,57636,2026-03-02T09:06:09.992048
,1380,10.20.0.10,443,"SYN,ACK,FIN",92368c51,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.174.190,33495,2026-03-02T09:06:10.480581
,2323,10.20.0.10,5432,"SYN,ACK,FIN",86647836,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.179.109,13317,2026-03-02T09:06:11.922814
,3292,10.20.0.10,5432,"SYN,ACK,FIN",677b8984,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.140.108,15151,2026-03-02T09:06:12.765364
,2134,10.20.0.10,443,"SYN,ACK,FIN",3dc2895d,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.88.72,32645,2026-03-02T09:06:13.941309
,1120,10.20.0.10,443,"SYN,ACK,FIN",f9268c29,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.207.41,36712,2026-03-02T09:06:22.625069
,2454,10.20.0.10,443,"SYN,ACK,FIN",7c71f155,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.151.72,49909,2026-03-02T09:06:22.953431
,1462,10.20.0.10,443,"SYN,ACK,FIN",eafb1676,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.208.223,3765,2026-03-02T09:06:26.808042
,1135,10.20.0.10,443,"SYN,ACK,FIN",56ed2bdf,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.246.196,59225,2026-03-02T09:06:27.062947
,2375,10.20.0.10,443,"SYN,ACK,FIN",0acf15a0,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.130.155,17027,2026-03-02T09:06:27.618109
,2803,10.20.0.10,443,"SYN,ACK,FIN",d721ea37,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.140.108,24760,2026-03-02T09:06:30.171061
,3314,10.20.0.10,443,"SYN,ACK,FIN",134829c4,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.23.152,7475,2026-03-02T09:06:30.574325
,2337,10.20.0.10,443,"SYN,ACK,FIN",fd3c9cfc,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.167.180,49114,2026-03-02T09:06:31.938431
,2049,10.20.0.10,443,"SYN,ACK,FIN",25258153,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.207.41,34943,2026-03-02T09:06:34.290076
,3020,10.20.0.10,443,"SYN,ACK,FIN",838761a7,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.40.56,31740,2026-03-02T09:06:35.238104
,1426,10.20.0.10,443,"SYN,ACK,FIN",dd8d9015,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.207.41,46506,2026-03-02T09:06:39.310696
,3910,10.20.0.10,5432,"SYN,ACK,FIN",6008a254,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.88.72,1368,2026-03-02T09:06:43.741327
,2541,10.20.0.10,443,"SYN,ACK,FIN",d97a7fbe,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.40.56,54096,2026-03-02T09:06:44.760333
,1212,10.20.0.10,5432,"SYN,ACK,FIN",7e4ed2e0,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.174.190,50292,2026-03-02T09:06:45.062782
,1417,10.20.0.10,5432,"SYN,ACK,FIN",81e90e11,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.23.152,30038,2026-03-02T09:06:45.463018
,3882,10.20.0.10,443,"SYN,ACK,FIN",9cbfaa44,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.189.27,54171,2026-03-02T09:06:45.470798
,1715,10.20.0.10,5432,"SYN,ACK,FIN",225e4d93,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.7.144,11339,2026-03-02T09:06:48.281212
,3267,10.20.0.10,443,"SYN,ACK,FIN",0d66cc38,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,45118,2026-03-02T09:06:49.307425
,2779,10.20.0.10,443,"SYN,ACK,FIN",d1397f9b,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.246.196,59097,2026-03-02T09:06:49.874552
,3279,10.20.0.10,443,"SYN,ACK,FIN",6d9deee1,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.179.109,61908,2026-03-02T09:06:51.502115
,327,10.20.0.10,443,"SYN,ACK,FIN",58a8b13a,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.7.190,64202,2026-03-02T09:06:52.238270
,609,10.20.0.10,443,"SYN,ACK,FIN",75f2146c,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.71.63,37920,2026-03-02T09:06:52.456970
,3731,10.20.0.10,443,"SYN,ACK,FIN",91291a05,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.51.184,6126,2026-03-02T09:06:53.778825
,433,10.20.0.10,443,"SYN,ACK,FIN",ba161936,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.71.63,3488,2026-03-02T09:06:55.568238
,3443,10.20.0.10,5432,"SYN,ACK,FIN",7859e9a6,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.71.63,37351,2026-03-02T09:06:56.440493
,3194,10.20.0.10,5432,"SYN,ACK,FIN",ff968d73,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.246.196,55139,2026-03-02T09:06:58.386394
,2967,10.20.0.10,443,"SYN,ACK,FIN",e715d866,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.2.195,30001,2026-03-02T09:06:58.489371
,2409,10.20.0.10,443,"SYN,ACK,FIN",8e99530f,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,50112,2026-03-02T09:07:03.276153
,955,10.20.0.10,5432,"SYN,ACK,FIN",2f3b778c,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.8.24,23352,2026-03-02T09:07:10.842788
,3741,10.20.0.10,5432,"SYN,ACK,FIN",99e10485,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.174.190,15032,2026-03-02T09:07:17.077013
,3467,10.20.0.10,443,"SYN,ACK,FIN",4150ab7f,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.56.60,24277,2026-03-02T09:07:18.794939
,1985,10.20.0.10,443,"SYN,ACK,FIN",51b475e3,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.51.184,18911,2026-03-02T09:07:19.406530
,1184,10.20.0.10,5432,"SYN,ACK,FIN",30434762,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.23.152,50711,2026-03-02T09:07:19.720062
,2778,10.20.0.10,5432,"SYN,ACK,FIN",77e1af7f,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.71.63,38839,2026-03-02T09:07:22.571904
,717,10.20.0.10,443,"SYN,ACK,FIN",0474dfdb,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.207.41,3450,2026-03-02T09:07:25.795785
,1704,10.20.0.10,443,"SYN,ACK,FIN",2804784f,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.56.60,33629,2026-03-02T09:07:26.582904
,786,10.20.0.10,443,"SYN,ACK,FIN",3b82eda9,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.7.144,39241,2026-03-02T09:07:27.900527
,2936,10.20.0.10,443,"SYN,ACK,FIN",a6eaccdb,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.88.72,55638,2026-03-02T09:07:30.236112
,2375,10.20.0.10,5432,"SYN,ACK,FIN",4562b96c,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.208.223,56907,2026-03-02T09:07:32.565345
,2719,10.20.0.10,5432,"SYN,ACK,FIN",289a1c52,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.58.36,62982,2026-03-02T09:07:33.454821
,360,10.20.0.10,443,"SYN,ACK,FIN",0754a622,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.56.60,12332,2026-03-02T09:07:34.094101
,3908,10.20.0.10,443,"SYN,ACK,FIN",731e099b,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.207.41,17481,2026-03-02T09:07:34.868152
,606,10.20.0.10,5432,"SYN,ACK,FIN",fd3ec51c,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.8.24,29217,2026-03-02T09:07:34.995967
,1629,10.20.0.10,443,"SYN,ACK,FIN",071bf7a1,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.71.63,9704,2026-03-02T09:07:35.296225
,2940,10.20.0.10,443,"SYN,ACK,FIN",a2bb90e9,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.56.60,19274,2026-03-02T09:07:42.740508
,550,10.20.0.10,443,"SYN,ACK,FIN",0e1e0828,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,13545,2026-03-02T09:07:44.964527
,477,10.20.0.10,443,"SYN,ACK,FIN",1a6fa0b6,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.179.109,24656,2026-03-02T09:07:51.136102
,3765,10.20.0.10,5432,"SYN,ACK,FIN",b3847948,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.208.223,26960,2026-03-02T09:07:51.566289
,262,10.20.0.10,443,"SYN,ACK,FIN",2afc0850,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.167.180,30969,2026-03-02T09:07:53.355978
,460,10.20.0.10,5432,"SYN,ACK,FIN",61b8316e,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.40.56,49891,2026-03-02T09:07:53.476974
,386,10.20.0.10,5432,"SYN,ACK,FIN",16871106,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.179.109,21236,2026-03-02T09:07:54.240696
,1933,10.20.0.10,443,"SYN,ACK,FIN",4907c11b,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.174.190,40777,2026-03-02T09:07:54.906409
,3910,10.20.0.10,443,"SYN,ACK,FIN",927c7d2f,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.71.63,13731,2026-03-02T09:07:57.544339
,1316,10.20.0.10,443,"SYN,ACK,FIN",1257d7fb,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.189.27,60890,2026-03-02T09:07:57.767136
,1717,10.20.0.10,443,"SYN,ACK,FIN",bb0681f6,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.7.190,44377,2026-03-02T09:07:59.470721
,3814,10.20.0.10,443,"SYN,ACK,FIN",aef360b4,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.140.108,48429,2026-03-02T09:08:05.310538
,455,10.20.0.10,443,"SYN,ACK,FIN",9150eb1e,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.51.184,28272,2026-03-02T09:08:08.350026
,1712,10.20.0.10,443,"SYN,ACK,FIN",2b9bd479,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.88.72,55720,2026-03-02T09:08:11.031260
,1379,10.20.0.10,443,"SYN,ACK,FIN",ce894f6c,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.229.140,61819,2026-03-02T09:08:14.297675
,980,10.20.0.10,5432,"SYN,ACK,FIN",c5ced2d9,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.23.152,26162,2026-03-02T09:08:16.138569
,1922,10.20.0.10,443,"SYN,ACK,FIN",6d67c49f,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.88.72,13596,2026-03-02T09:08:18.971230
,3113,10.20.0.10,443,"SYN,ACK,FIN",62270592,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.140.108,7747,2026-03-02T09:08:19.086671
sql_injection,809,10.20.0.10,443,"SYN,ACK,FIN",9f143bf0,attack,POST /api/v1/login HTTP/1.1 body=username=admin'--,TCP,41.190.3.201,3008,2026-03-02T09:08:20
sql_injection,609,10.20.0.10,443,"SYN,ACK,FIN",c8f9619d,attack,POST /api/v1/login HTTP/1.1 body=username=' OR 1=1 --,TCP,41.190.3.201,20007,2026-03-02T09:08:24
,2104,10.20.0.10,443,"SYN,ACK,FIN",e1b44c60,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.140.108,15308,2026-03-02T09:08:27.572624
sql_injection,715,10.20.0.10,443,"SYN,ACK,FIN",e66326b7,attack,"POST /api/v1/login HTTP/1.1 body=username=1 UNION SELECT username, password FROM accounts",TCP,41.190.3.201,17072,2026-03-02T09:08:28
,485,10.20.0.10,443,"SYN,ACK,FIN",81655e18,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.174.190,27289,2026-03-02T09:08:29.688985
sql_injection,374,10.20.0.10,443,"SYN,ACK,FIN",2e89c688,attack,POST /api/v1/login HTTP/1.1 body=username=' OR '1'='1,TCP,41.190.3.201,30747,2026-03-02T09:08:32
,2921,10.20.0.10,443,"SYN,ACK,FIN",4630e2ee,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.130.155,13299,2026-03-02T09:08:33.597344
,3706,10.20.0.10,443,"SYN,ACK,FIN",1409490f,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.88.72,16330,2026-03-02T09:08:34.617878
sql_injection,750,10.20.0.10,443,"SYN,ACK,FIN",f4b6deaa,attack,POST /api/v1/login HTTP/1.1 body=username=' OR 1=1 --,TCP,41.190.3.201,11383,2026-03-02T09:08:36
,2822,10.20.0.10,5432,"SYN,ACK,FIN",8c6f6a6f,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.56.60,47521,2026-03-02T09:08:36.059713
,1957,10.20.0.10,443,"SYN,ACK,FIN",098bff19,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.246.196,53926,2026-03-02T09:08:36.690004
,356,10.20.0.10,443,"SYN,ACK,FIN",2232b335,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,18421,2026-03-02T09:08:42.530760
,2815,10.20.0.10,443,"SYN,ACK,FIN",8a368c06,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.179.109,54921,2026-03-02T09:08:46.104082
,2500,10.20.0.10,443,"SYN,ACK,FIN",f43236c4,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.189.27,37828,2026-03-02T09:08:47.818574
,832,10.20.0.10,5432,"SYN,ACK,FIN",2a1c1d53,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.40.56,48642,2026-03-02T09:08:48.606311
,490,10.20.0.10,443,"SYN,ACK,FIN",0fb19e44,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.208.223,1495,2026-03-02T09:08:49.596103
,2278,10.20.0.10,443,"SYN,ACK,FIN",c77838ad,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.8.24,24088,2026-03-02T09:08:52.277781
,3730,10.20.0.10,443,"SYN,ACK,FIN",6e20af98,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.174.190,45274,2026-03-02T09:08:55.531596
,864,10.20.0.10,443,"SYN,ACK,FIN",37454901,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.2.195,11133,2026-03-02T09:08:57.521797
,279,10.20.0.10,443,"SYN,ACK,FIN",b3677663,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.151.72,33045,2026-03-02T09:08:59.050126
,3309,10.20.0.10,443,"SYN,ACK,FIN",d5b5c333,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.229.140,50845,2026-03-02T09:09:02.159087
,939,10.20.0.10,5432,"SYN,ACK,FIN",2c1d808d,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.71.63,54916,2026-03-02T09:09:02.207969
,574,10.20.0.10,443,"SYN,ACK,FIN",4be62fb6,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.51.184,2719,2026-03-02T09:09:03.342277
,960,10.20.0.10,22,"SYN,ACK,FIN",47fe62d3,normal,SSH-2.0-OpenSSH_login_success,TCP,10.20.0.5,45527,2026-03-02T09:09:04.585346
,2733,10.20.0.10,5432,"SYN,ACK,FIN",cf1f8181,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.246.196,52845,2026-03-02T09:09:05.685886
,1097,10.20.0.10,443,"SYN,ACK,FIN",fd1ed4b7,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.8.24,24113,2026-03-02T09:09:06.358498
,948,10.20.0.10,22,"SYN,ACK,FIN",b9d7b506,normal,SSH-2.0-OpenSSH_login_success,TCP,10.20.0.5,52228,2026-03-02T09:09:06.815613
,716,10.20.0.10,443,"SYN,ACK,FIN",9ca2fee3,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.71.63,5328,2026-03-02T09:09:07.467681
,3597,10.20.0.10,443,"SYN,ACK,FIN",922de3b7,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.151.72,44135,2026-03-02T09:09:08.095424
,2387,10.20.0.10,443,"SYN,ACK,FIN",2449da7b,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,12239,2026-03-02T09:09:08.217905
,2878,10.20.0.10,443,"SYN,ACK,FIN",a63bd65e,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.151.72,53918,2026-03-02T09:09:10.509989
,1324,10.20.0.10,443,"SYN,ACK,FIN",dd313497,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.7.190,29528,2026-03-02T09:09:13.366334
,2404,10.20.0.10,443,"SYN,ACK,FIN",77e05fc9,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.207.41,61292,2026-03-02T09:09:14.321119
,2892,10.20.0.10,443,"SYN,ACK,FIN",2b43d01b,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.23.152,28498,2026-03-02T09:09:17.443359
,3294,10.20.0.10,443,"SYN,ACK,FIN",64fe1564,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.207.41,45441,2026-03-02T09:09:18.802047
,717,10.20.0.10,443,"SYN,ACK,FIN",8bb3df01,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.229.140,16657,2026-03-02T09:09:19.202091
,411,10.20.0.10,5432,"SYN,ACK,FIN",70aac0f6,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.130.155,50830,2026-03-02T09:09:22.867868
,2770,10.20.0.10,443,"SYN,ACK,FIN",0a75df32,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.40.56,60229,2026-03-02T09:09:25.423293
,1377,10.20.0.10,443,"SYN,ACK,FIN",ca2907b0,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.71.63,61378,2026-03-02T09:09:28.044915
,752,10.20.0.10,5432,"SYN,ACK,FIN",4bf947c0,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.88.72,54206,2026-03-02T09:09:28.562263
,1190,10.20.0.10,443,"SYN,ACK,FIN",5c6ff3a6,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.140.108,38710,2026-03-02T09:09:28.759448
,1333,10.20.0.10,443,"SYN,ACK,FIN",596ad9f3,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.7.190,55376,2026-03-02T09:09:30.856003
,1245,10.20.0.10,5432,"SYN,ACK,FIN",a7e7be3f,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.23.152,31142,2026-03-02T09:09:34.114168
,3027,10.20.0.10,443,"SYN,ACK,FIN",c3d68150,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.208.223,28831,2026-03-02T09:09:35.044832
,2983,10.20.0.10,443,"SYN,ACK,FIN",dc23bade,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,27217,2026-03-02T09:09:37.333565
,3530,10.20.0.10,5432,"SYN,ACK,FIN",f0f723ce,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.8.24,22551,2026-03-02T09:09:39.143937
,2035,10.20.0.10,5432,"SYN,ACK,FIN",d571367b,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.88.72,33190,2026-03-02T09:09:41.312610
,2282,10.20.0.10,443,"SYN,ACK,FIN",5c22171e,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.189.27,28772,2026-03-02T09:09:41.422339
,1545,10.20.0.10,5432,"SYN,ACK,FIN",dd2051da,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.2.195,56845,2026-03-02T09:09:44.852987
,3624,10.20.0.10,443,"SYN,ACK,FIN",ec1115b9,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.58.36,36451,2026-03-02T09:09:46.930405
,3670,10.20.0.10,443,"SYN,ACK,FIN",06397123,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.229.140,15720,2026-03-02T09:09:51.062673
,2311,10.20.0.10,443,"SYN,ACK,FIN",d77df2ae,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.40.56,19622,2026-03-02T09:09:52.965670
,1182,10.20.0.10,443,"SYN,ACK,FIN",d66ddc83,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.229.140,11316,2026-03-02T09:09:54.385323
,739,10.20.0.10,443,"SYN,ACK,FIN",1605b163,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.174.190,2713,2026-03-02T09:09:54.951878
,3338,10.20.0.10,443,"SYN,ACK,FIN",96cdf10b,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.246.196,58459,2026-03-02T09:09:55.736314
,3148,10.20.0.10,443,"SYN,ACK,FIN",890c0e23,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.56.60,9191,2026-03-02T09:09:57.048729
,2138,10.20.0.10,443,"SYN,ACK,FIN",73355929,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.23.152,25208,2026-03-02T09:09:57.564019
,1848,10.20.0.10,443,"SYN,ACK,FIN",25b1cda5,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.8.24,22400,2026-03-02T09:10:00.203614
,1426,10.20.0.10,443,"SYN,ACK,FIN",d8bb865c,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.57.115,37370,2026-03-02T09:10:01.076883
,302,10.20.0.10,443,"SYN,ACK,FIN",2a7cf50f,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.130.155,31922,2026-03-02T09:10:07.352900
,912,10.20.0.10,5432,"SYN,ACK,FIN",c2a9c64a,normal,SELECT * FROM ledger WHERE id=?,TCP,41.203.179.109,60190,2026-03-02T09:10:09.586151
,2992,10.20.0.10,443,"SYN,ACK,FIN",7d2581f7,normal,GET /api/v1/transactions HTTP/1.1,TCP,41.203.109.9,8531,2026-03-02T09:10:12.255069
